2019-06-05 10:14:41,989 p=7080 u=mistral |  ansible-playbook-2 2.7.10
2019-06-05 10:15:44,835 p=7080 u=mistral |  TASK [Run async deployment ControllerHostsDeployment] **************************
2019-06-05 10:15:44,835 p=7080 u=mistral |  task path: /var/lib/mistral/lab/deployments.yaml:153
2019-06-05 10:15:44,835 p=7080 u=mistral |  Wednesday 05 June 2019  10:15:44 -0500 (0:00:00.550)       0:01:02.074 ******** 
2019-06-05 10:15:44,837 p=7080 u=mistral |  META: noop
2019-06-05 10:15:44,845 p=7080 u=mistral |  skipping: [lab-controller-0] => {"changed": false, "skip_reason": "Conditional result was False"}
2019-06-05 10:15:44,864 p=7080 u=mistral |  TASK [Output for sync deployment ControllerHostsDeployment] ********************
2019-06-05 10:15:44,864 p=7080 u=mistral |  task path: /var/lib/mistral/lab/deployments.yaml:166
2019-06-05 10:15:44,864 p=7080 u=mistral |  Wednesday 05 June 2019  10:15:44 -0500 (0:00:00.028)       0:01:02.103 ******** 
2019-06-05 10:15:44,866 p=7080 u=mistral |  META: noop
2019-06-05 10:15:44,905 p=7080 u=mistral |  ok: [lab-controller-0] => {
    "msg": [
        {
            "stderr": [
                "[2019-06-05 15:15:44,412] (heat-config) [DEBUG] Running /usr/libexec/heat-config/hooks/script < /var/lib/heat-config/deployed/9385510a-9697-4190-96de-c12bd3f6fba9.json", 
                "[2019-06-05 15:15:44,457] (heat-config) [INFO] |-", 
                "  {\"deploy_stdout\": \"\", \"deploy_stderr\": \"+ set -o pipefail\\n+ hosts='192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ '[' '!' -z '192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n' ']'\\n+ for tmpl in '/etc/cloud/templates/hosts.*.tmpl'\\n+ write_entries /etc/cloud/templates/hosts.debian.tmpl '192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ local file=/etc/cloud/templates/hosts.debian.tmpl\\n+ local 'entries=192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ '[' '!' -f /etc/cloud/templates/hosts.debian.tmpl ']'\\n+ grep -q '^# HEAT_HOSTS_START' /etc/cloud/templates/hosts.debian.tmpl\\n++ hostname -s\\n+ sed -i /lab-controller-0/d /etc/cloud/templates/hosts.debian.tmpl\\n+ echo -ne '\\\\n# HEAT_HOSTS_START - Do not edit manually within this section!\\\\n'\\n+ echo '192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ echo -ne '# HEAT_HOSTS_END\\\\n\\\\n'\\n+ for tmpl in '/etc/cloud/templates/hosts.*.tmpl'\\n+ write_entries /etc/cloud/templates/hosts.freebsd.tmpl '192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ local file=/etc/cloud/templates/hosts.freebsd.tmpl\\n+ local 'entries=192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ '[' '!' -f /etc/cloud/templates/hosts.freebsd.tmpl ']'\\n+ grep -q '^# HEAT_HOSTS_START' /etc/cloud/templates/hosts.freebsd.tmpl\\n++ hostname -s\\n+ sed -i /lab-controller-0/d /etc/cloud/templates/hosts.freebsd.tmpl\\n+ echo -ne '\\\\n# HEAT_HOSTS_START - Do not edit manually within this section!\\\\n'\\n+ echo '192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ echo -ne '# HEAT_HOSTS_END\\\\n\\\\n'\\n+ for tmpl in '/etc/cloud/templates/hosts.*.tmpl'\\n+ write_entries /etc/cloud/templates/hosts.redhat.tmpl '192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ local file=/etc/cloud/templates/hosts.redhat.tmpl\\n+ local 'entries=192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ '[' '!' -f /etc/cloud/templates/hosts.redhat.tmpl ']'\\n+ grep -q '^# HEAT_HOSTS_START' /etc/cloud/templates/hosts.redhat.tmpl\\n++ hostname -s\\n+ sed -i /lab-controller-0/d /etc/cloud/templates/hosts.redhat.tmpl\\n+ echo -ne '\\\\n# HEAT_HOSTS_START - Do not edit manually within this section!\\\\n'\\n+ echo '192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ echo -ne '# HEAT_HOSTS_END\\\\n\\\\n'\\n+ for tmpl in '/etc/cloud/templates/hosts.*.tmpl'\\n+ write_entries /etc/cloud/templates/hosts.suse.tmpl '192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ local file=/etc/cloud/templates/hosts.suse.tmpl\\n+ local 'entries=192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ '[' '!' -f /etc/cloud/templates/hosts.suse.tmpl ']'\\n+ grep -q '^# HEAT_HOSTS_START' /etc/cloud/templates/hosts.suse.tmpl\\n++ hostname -s\\n+ sed -i /lab-controller-0/d /etc/cloud/templates/hosts.suse.tmpl\\n+ echo -ne '\\\\n# HEAT_HOSTS_START - Do not edit manually within this section!\\\\n'\\n+ echo '192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ echo -ne '# HEAT_HOSTS_END\\\\n\\\\n'\\n+ write_entries /etc/hosts '192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ local file=/etc/hosts\\n+ local 'entries=192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ '[' '!' -f /etc/hosts ']'\\n+ grep -q '^# HEAT_HOSTS_START' /etc/hosts\\n++ hostname -s\\n+ sed -i /lab-controller-0/d /etc/hosts\\n+ echo -ne '\\\\n# HEAT_HOSTS_START - Do not edit manually within this section!\\\\n'\\n+ echo '192.168.24.23  overcloud.ctlplane.localdomain\\n172.16.1.23  overcloud.storage.localdomain\\n172.16.3.69  overcloud.storagemgmt.localdomain\\n172.16.2.226  overcloud.internalapi.localdomain\\n10.0.0.108  overcloud.localdomain\\n172.16.2.23 lab-controller-0.localdomain lab-controller-0\\n172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage\\n172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt\\n172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi\\n172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant\\n10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external\\n192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane\\n\\n172.16.2.58 lab-computehci-0.localdomain lab-computehci-0\\n172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage\\n172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt\\n172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi\\n172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant\\n192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane\\n'\\n+ echo -ne '# HEAT_HOSTS_END\\\\n\\\\n'\\n\", \"deploy_status_code\": 0}", 
                "", 
                "[2019-06-05 15:15:44,457] (heat-config) [DEBUG] [2019-06-05 15:15:44,424] (heat-config) [INFO] deploy_server_id=7c97aade-e659-42ce-b2c4-2ecb6ad1b8cd", 
                "[2019-06-05 15:15:44,424] (heat-config) [INFO] deploy_action=CREATE", 
                "[2019-06-05 15:15:44,424] (heat-config) [INFO] deploy_stack_id=lab-ControllerHostsDeployment-yfif72gxj3vv-0-nmncw5jy7ior/94abc0ac-bb6f-44d5-883a-dc09048e6a77", 
                "[2019-06-05 15:15:44,424] (heat-config) [INFO] deploy_resource_name=TripleOSoftwareDeployment", 
                "[2019-06-05 15:15:44,424] (heat-config) [INFO] deploy_signal_transport=NO_SIGNAL", 
                "[2019-06-05 15:15:44,425] (heat-config) [DEBUG] Running /var/lib/heat-config/heat-config-script/9385510a-9697-4190-96de-c12bd3f6fba9", 
                "[2019-06-05 15:15:44,441] (heat-config) [INFO] ", 
                "[2019-06-05 15:15:44,441] (heat-config) [DEBUG] + set -o pipefail", 
                "+ hosts='192.168.24.23  overcloud.ctlplane.localdomain", 
                "172.16.1.23  overcloud.storage.localdomain", 
                "172.16.3.69  overcloud.storagemgmt.localdomain", 
                "172.16.2.226  overcloud.internalapi.localdomain", 
                "10.0.0.108  overcloud.localdomain", 
                "172.16.2.23 lab-controller-0.localdomain lab-controller-0", 
                "172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage", 
                "172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt", 
                "172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi", 
                "172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant", 
                "10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external", 
